SurfaceIndex,Method,ExecutionTime,numberPoints
901,Z-Buffer,0.0429537,435172
901,Direct Method,25.294,435172
902,Compute Shader Z-Buffer,0.0003841,435172
902,Z-Buffer,0.0462783,435172
902,Direct Method,29.2484,435172
903,Compute Shader Z-Buffer,0.0004195,435172
903,Z-Buffer,0.0476376,435172
903,Direct Method,27.0068,435172
904,Compute Shader Z-Buffer,0.0004469,435172
904,Z-Buffer,0.0475163,435172
904,Direct Method,27.4946,435172
905,Compute Shader Z-Buffer,0.0005076,435172
905,Z-Buffer,0.0429502,435172
905,Direct Method,28.622,435172
906,Compute Shader Z-Buffer,0.0004135,435172
906,Z-Buffer,0.0463742,435172
906,Direct Method,26.4103,435172
907,Compute Shader Z-Buffer,0.0006075,435172
907,Z-Buffer,0.0460108,435172
907,Direct Method,26.3364,435172
908,Compute Shader Z-Buffer,0.0004349,435172
908,Z-Buffer,0.0461963,435172
908,Direct Method,28.4988,435172
909,Compute Shader Z-Buffer,0.0004219,435172
909,Z-Buffer,0.0432251,435172
909,Direct Method,27.4686,435172
910,Compute Shader Z-Buffer,0.0005639,435172
910,Z-Buffer,0.0432756,435172
910,Direct Method,27.5897,435172
911,Compute Shader Z-Buffer,0.0005999,435172
911,Z-Buffer,0.0427593,435172
911,Direct Method,29.1805,435172
912,Compute Shader Z-Buffer,0.0005001,435172
912,Z-Buffer,0.0481498,435172
912,Direct Method,29.895,435172
913,Compute Shader Z-Buffer,0.0004487,435172
913,Z-Buffer,0.0472841,435172
913,Direct Method,30.2479,435172
914,Compute Shader Z-Buffer,0.0004367,435172
914,Z-Buffer,0.0446657,435172
914,Direct Method,27.6423,435172
915,Compute Shader Z-Buffer,0.0004281,435172
915,Z-Buffer,0.0446434,435172
915,Direct Method,26.6174,435172
916,Compute Shader Z-Buffer,0.0004728,435172
916,Z-Buffer,0.0438296,435172
916,Direct Method,27.7934,435172
917,Compute Shader Z-Buffer,0.0005293,435172
917,Z-Buffer,0.0435839,435172
917,Direct Method,28.8431,435172
918,Compute Shader Z-Buffer,0.0005277,435172
918,Z-Buffer,0.0463263,435172
918,Direct Method,27.1994,435172
919,Compute Shader Z-Buffer,0.000431,435172
919,Z-Buffer,0.0435053,435172
919,Direct Method,28.0739,435172
920,Compute Shader Z-Buffer,0.0005462,435172
920,Z-Buffer,0.0463789,435172
920,Direct Method,28.9938,435172
921,Compute Shader Z-Buffer,0.0004216,435172
921,Z-Buffer,0.0458922,435172
921,Direct Method,29.2915,435172
922,Compute Shader Z-Buffer,0.000536,435172
922,Z-Buffer,0.0432328,435172
922,Direct Method,28.7264,435172
923,Compute Shader Z-Buffer,0.0006047,435172
923,Z-Buffer,0.0454408,435172
923,Direct Method,29.9701,435172
924,Compute Shader Z-Buffer,0.0004605,435172
924,Z-Buffer,0.0461815,435172
924,Direct Method,25.5682,435172
925,Compute Shader Z-Buffer,0.0006994,435172
925,Z-Buffer,0.0443028,435172
925,Direct Method,31.485,435172
926,Compute Shader Z-Buffer,0.000427,435172
926,Z-Buffer,0.0430747,435172
926,Direct Method,32.381,435172
927,Compute Shader Z-Buffer,0.0004588,435172
927,Z-Buffer,0.0424623,435172
927,Direct Method,28.5956,435172
928,Compute Shader Z-Buffer,0.0006509,435172
928,Z-Buffer,0.0427377,435172
928,Direct Method,28.4892,435172
929,Compute Shader Z-Buffer,0.000443,435172
929,Z-Buffer,0.0430308,435172
929,Direct Method,26.3342,435172
930,Compute Shader Z-Buffer,0.0004509,435172
930,Z-Buffer,0.0453437,435172
930,Direct Method,27.669,435172
931,Compute Shader Z-Buffer,0.0006233,435172
931,Z-Buffer,0.0436982,435172
931,Direct Method,29.4758,435172
932,Compute Shader Z-Buffer,0.0004786,435172
932,Z-Buffer,0.0444486,435172
932,Direct Method,28.3539,435172
933,Compute Shader Z-Buffer,0.0005757,435172
933,Z-Buffer,0.0428021,435172
933,Direct Method,28.8835,435172
934,Compute Shader Z-Buffer,0.000576,435172
934,Z-Buffer,0.0430819,435172
934,Direct Method,27.8926,435172
935,Compute Shader Z-Buffer,0.0006727,435172
935,Z-Buffer,0.0443428,435172
935,Direct Method,29.7018,435172
936,Compute Shader Z-Buffer,0.0005022,435172
936,Z-Buffer,0.0536475,435172
936,Direct Method,29.813,435172
937,Compute Shader Z-Buffer,0.0005864,435172
937,Z-Buffer,0.0460918,435172
937,Direct Method,28.8628,435172
938,Compute Shader Z-Buffer,0.000441,435172
938,Z-Buffer,0.0448842,435172
938,Direct Method,29.2904,435172
939,Compute Shader Z-Buffer,0.0005165,435172
939,Z-Buffer,0.0433177,435172
939,Direct Method,29.1349,435172
940,Compute Shader Z-Buffer,0.0006594,435172
940,Z-Buffer,0.0435977,435172
940,Direct Method,29.0283,435172
941,Compute Shader Z-Buffer,0.0004259,435172
941,Z-Buffer,0.043482,435172
941,Direct Method,29.5873,435172
942,Compute Shader Z-Buffer,0.0005821,435172
942,Z-Buffer,0.0454721,435172
942,Direct Method,27.6965,435172
943,Compute Shader Z-Buffer,0.0005094,435172
943,Z-Buffer,0.0448346,435172
943,Direct Method,28.2406,435172
944,Compute Shader Z-Buffer,0.0005964,435172
944,Z-Buffer,0.0440415,435172
944,Direct Method,28.5424,435172
945,Compute Shader Z-Buffer,0.0005436,435172
945,Z-Buffer,0.044614,435172
945,Direct Method,27.3188,435172
946,Compute Shader Z-Buffer,0.0006193,435172
946,Z-Buffer,0.0526581,435172
946,Direct Method,28.3813,435172
947,Compute Shader Z-Buffer,0.0006036,435172
947,Z-Buffer,0.0437112,435172
947,Direct Method,29.3114,435172
948,Compute Shader Z-Buffer,0.0005261,435172
948,Z-Buffer,0.0427498,435172
948,Direct Method,27.7808,435172
949,Compute Shader Z-Buffer,0.000482,435172
949,Z-Buffer,0.0443395,435172
949,Direct Method,27.2054,435172
950,Compute Shader Z-Buffer,0.0005997,435172
950,Z-Buffer,0.0429186,435172
950,Direct Method,27.6045,435172
951,Compute Shader Z-Buffer,0.0004829,435172
951,Z-Buffer,0.0433128,435172
951,Direct Method,26.3638,435172
952,Compute Shader Z-Buffer,0.0004376,435172
952,Z-Buffer,0.0469815,435172
952,Direct Method,30.8327,435172
953,Compute Shader Z-Buffer,0.0004324,435172
953,Z-Buffer,0.0479654,435172
953,Direct Method,30.1656,435172
954,Compute Shader Z-Buffer,0.0005555,435172
954,Z-Buffer,0.0457626,435172
954,Direct Method,31.9819,435172
955,Compute Shader Z-Buffer,0.0004325,435172
955,Z-Buffer,0.0473743,435172
955,Direct Method,25.5888,435172
956,Compute Shader Z-Buffer,0.0004206,435172
956,Z-Buffer,0.0452874,435172
956,Direct Method,29.6723,435172
957,Compute Shader Z-Buffer,0.0005937,435172
957,Z-Buffer,0.0443858,435172
957,Direct Method,25.2252,435172
958,Compute Shader Z-Buffer,0.0006488,435172
958,Z-Buffer,0.0444275,435172
958,Direct Method,32.3546,435172
959,Compute Shader Z-Buffer,0.0004357,435172
959,Z-Buffer,0.0439557,435172
959,Direct Method,32.6614,435172
960,Compute Shader Z-Buffer,0.0006151,435172
960,Z-Buffer,0.046739,435172
960,Direct Method,28.3152,435172
961,Compute Shader Z-Buffer,0.000419,435172
961,Z-Buffer,0.0535977,435172
961,Direct Method,28.2207,435172
962,Compute Shader Z-Buffer,0.0004328,435172
962,Z-Buffer,0.0472646,435172
962,Direct Method,30.0862,435172
963,Compute Shader Z-Buffer,0.0004295,435172
963,Z-Buffer,0.0435246,435172
963,Direct Method,26.1472,435172
964,Compute Shader Z-Buffer,0.000691,435172
964,Z-Buffer,0.043099,435172
964,Direct Method,25.8748,435172
965,Compute Shader Z-Buffer,0.0005812,435172
965,Z-Buffer,0.044511,435172
965,Direct Method,26.3035,435172
966,Compute Shader Z-Buffer,0.0006781,435172
966,Z-Buffer,0.0446154,435172
966,Direct Method,27.5812,435172
967,Compute Shader Z-Buffer,0.0004321,435172
967,Z-Buffer,0.0438668,435172
967,Direct Method,28.1915,435172
968,Compute Shader Z-Buffer,0.0005399,435172
968,Z-Buffer,0.0432253,435172
968,Direct Method,28.8593,435172
969,Compute Shader Z-Buffer,0.0004248,435172
969,Z-Buffer,0.0447348,435172
969,Direct Method,26.873,435172
970,Compute Shader Z-Buffer,0.0007551,435172
970,Z-Buffer,0.0463595,435172
970,Direct Method,28.2562,435172
971,Compute Shader Z-Buffer,0.000449,435172
971,Z-Buffer,0.0444217,435172
971,Direct Method,27.6686,435172
972,Compute Shader Z-Buffer,0.0004354,435172
972,Z-Buffer,0.0428273,435172
972,Direct Method,26.9358,435172
973,Compute Shader Z-Buffer,0.0004428,435172
973,Z-Buffer,0.0445575,435172
973,Direct Method,29.2988,435172
974,Compute Shader Z-Buffer,0.0005837,435172
974,Z-Buffer,0.0429682,435172
974,Direct Method,28.9649,435172
975,Compute Shader Z-Buffer,0.0004829,435172
975,Z-Buffer,0.04439,435172
975,Direct Method,29.5919,435172
976,Compute Shader Z-Buffer,0.0004678,435172
976,Z-Buffer,0.0443967,435172
976,Direct Method,28.9402,435172
977,Compute Shader Z-Buffer,0.0004526,435172
977,Z-Buffer,0.0450508,435172
977,Direct Method,30.3976,435172
978,Compute Shader Z-Buffer,0.0006493,435172
978,Z-Buffer,0.0444243,435172
978,Direct Method,27.5859,435172
979,Compute Shader Z-Buffer,0.0004136,435172
979,Z-Buffer,0.0445372,435172
979,Direct Method,30.4035,435172
980,Compute Shader Z-Buffer,0.0006595,435172
980,Z-Buffer,0.044648,435172
980,Direct Method,24.7772,435172
981,Compute Shader Z-Buffer,0.0005272,435172
981,Z-Buffer,0.0456343,435172
981,Direct Method,27.8495,435172
982,Compute Shader Z-Buffer,0.0005156,435172
982,Z-Buffer,0.0472219,435172
982,Direct Method,24.9241,435172
983,Compute Shader Z-Buffer,0.0006652,435172
983,Z-Buffer,0.0443889,435172
983,Direct Method,28.4283,435172
984,Compute Shader Z-Buffer,0.0005578,435172
984,Z-Buffer,0.0443084,435172
984,Direct Method,31.4371,435172
985,Compute Shader Z-Buffer,0.0005463,435172
985,Z-Buffer,0.0448159,435172
985,Direct Method,31.2999,435172
986,Compute Shader Z-Buffer,0.0005926,435172
986,Z-Buffer,0.0449687,435172
986,Direct Method,28.4679,435172
987,Compute Shader Z-Buffer,0.0006741,435172
987,Z-Buffer,0.0440307,435172
987,Direct Method,27.9452,435172
988,Compute Shader Z-Buffer,0.0004271,435172
988,Z-Buffer,0.0456844,435172
988,Direct Method,29.138,435172
989,Compute Shader Z-Buffer,0.0004262,435172
989,Z-Buffer,0.0440123,435172
989,Direct Method,29.5034,435172
990,Compute Shader Z-Buffer,0.0006048,435172
990,Z-Buffer,0.0451813,435172
990,Direct Method,28.8749,435172
991,Compute Shader Z-Buffer,0.0005591,435172
991,Z-Buffer,0.0442183,435172
991,Direct Method,28.351,435172
992,Compute Shader Z-Buffer,0.0006321,435172
992,Z-Buffer,0.0496807,435172
992,Direct Method,28.8861,435172
993,Compute Shader Z-Buffer,0.0004417,435172
993,Z-Buffer,0.0465887,435172
993,Direct Method,29.9288,435172
994,Compute Shader Z-Buffer,0.0004055,435172
994,Z-Buffer,0.0439531,435172
994,Direct Method,29.1906,435172
995,Compute Shader Z-Buffer,0.0004712,435172
995,Z-Buffer,0.047159,435172
995,Direct Method,29.0062,435172
996,Compute Shader Z-Buffer,0.0005655,435172
996,Z-Buffer,0.044392,435172
996,Direct Method,28.7458,435172
997,Compute Shader Z-Buffer,0.0004811,435172
997,Z-Buffer,0.0459168,435172
997,Direct Method,29.3506,435172
998,Compute Shader Z-Buffer,0.0004279,435172
998,Z-Buffer,0.044795,435172
998,Direct Method,28.1048,435172
999,Compute Shader Z-Buffer,0.0005069,435172
999,Z-Buffer,0.0448612,435172
999,Direct Method,29.7341,435172
1000,Compute Shader Z-Buffer,0.0004463,435172
1000,Z-Buffer,0.0453206,435172
1000,Direct Method,29.8346,435172
1001,Compute Shader Z-Buffer,0.0004993,435172
1001,Z-Buffer,0.0442347,435172
1001,Direct Method,30.6515,435172
1002,Compute Shader Z-Buffer,0.0004165,435172
1002,Z-Buffer,0.0434912,435172
1002,Direct Method,28.8459,435172
1003,Compute Shader Z-Buffer,0.0004151,435172
1003,Z-Buffer,0.0438486,435172
1003,Direct Method,29.5005,435172
1004,Compute Shader Z-Buffer,0.0007201,435172
1004,Z-Buffer,0.0455052,435172
1004,Direct Method,31.4167,435172
1005,Compute Shader Z-Buffer,0.0004929,435172
1005,Z-Buffer,0.0448782,435172
1005,Direct Method,31.7777,435172
1006,Compute Shader Z-Buffer,0.0003991,435172
1006,Z-Buffer,0.0462024,435172
1006,Direct Method,25.698,435172
1007,Compute Shader Z-Buffer,0.0005568,435172
1007,Z-Buffer,0.0437277,435172
1007,Direct Method,32.7911,435172
1008,Compute Shader Z-Buffer,0.0004757,435172
1008,Z-Buffer,0.0437426,435172
1008,Direct Method,29.9309,435172
1009,Compute Shader Z-Buffer,0.0006569,435172
1009,Z-Buffer,0.0449033,435172
1009,Direct Method,29.5584,435172
1010,Compute Shader Z-Buffer,0.000411,435172
1010,Z-Buffer,0.0422974,435172
1010,Direct Method,34.1005,435172
1011,Compute Shader Z-Buffer,0.0004887,435172
1011,Z-Buffer,0.0428997,435172
1011,Direct Method,25.7038,435172
1012,Compute Shader Z-Buffer,0.000408,435172
1012,Z-Buffer,0.0429169,435172
1012,Direct Method,25.8817,435172
1013,Compute Shader Z-Buffer,0.0005504,435172
1013,Z-Buffer,0.0428449,435172
1013,Direct Method,29.403,435172
1014,Compute Shader Z-Buffer,0.0004431,435172
1014,Z-Buffer,0.0445454,435172
1014,Direct Method,29.0254,435172
1015,Compute Shader Z-Buffer,0.0004588,435172
1015,Z-Buffer,0.0582628,435172
1015,Direct Method,29.8133,435172
1016,Compute Shader Z-Buffer,0.0006333,435172
1016,Z-Buffer,0.0447203,435172
1016,Direct Method,29.0005,435172
1017,Compute Shader Z-Buffer,0.0004299,435172
1017,Z-Buffer,0.0428877,435172
1017,Direct Method,31.1129,435172
1018,Compute Shader Z-Buffer,0.0005718,435172
1018,Z-Buffer,0.0434809,435172
1018,Direct Method,30.901,435172
1019,Compute Shader Z-Buffer,0.0004935,435172
1019,Z-Buffer,0.0443045,435172
1019,Direct Method,30.6945,435172
1020,Compute Shader Z-Buffer,0.0004051,435172
1020,Z-Buffer,0.0437664,435172
1020,Direct Method,31.5214,435172
1021,Compute Shader Z-Buffer,0.0005246,435172
1021,Z-Buffer,0.0446272,435172
1021,Direct Method,28.8428,435172
1022,Compute Shader Z-Buffer,0.0004288,435172
1022,Z-Buffer,0.0435708,435172
1022,Direct Method,30.0845,435172
1023,Compute Shader Z-Buffer,0.0007019,435172
1023,Z-Buffer,0.0432064,435172
1023,Direct Method,28.7245,435172
1024,Compute Shader Z-Buffer,0.0005468,435172
1024,Z-Buffer,0.0440189,435172
1024,Direct Method,29.8172,435172
1025,Compute Shader Z-Buffer,0.0004358,435172
1025,Z-Buffer,0.0446146,435172
1025,Direct Method,29.3331,435172
1026,Compute Shader Z-Buffer,0.0004943,435172
1026,Z-Buffer,0.0455437,435172
1026,Direct Method,27.9011,435172
1027,Compute Shader Z-Buffer,0.0007458,435172
1027,Z-Buffer,0.0435946,435172
1027,Direct Method,29.1222,435172
1028,Compute Shader Z-Buffer,0.0006124,435172
1028,Z-Buffer,0.0430652,435172
1028,Direct Method,29.701,435172
1029,Compute Shader Z-Buffer,0.0006085,435172
1029,Z-Buffer,0.0435267,435172
1029,Direct Method,30.129,435172
1030,Compute Shader Z-Buffer,0.0004187,435172
1030,Z-Buffer,0.0430706,435172
1030,Direct Method,30.6716,435172
1031,Compute Shader Z-Buffer,0.0004304,435172
1031,Z-Buffer,0.0428489,435172
1031,Direct Method,30.4586,435172
1032,Compute Shader Z-Buffer,0.0004279,435172
1032,Z-Buffer,0.0444308,435172
1032,Direct Method,27.2023,435172
1033,Compute Shader Z-Buffer,0.0004896,435172
1033,Z-Buffer,0.0512358,435172
1033,Direct Method,28.098,435172
1034,Compute Shader Z-Buffer,0.0006237,435172
1034,Z-Buffer,0.0429091,435172
1034,Direct Method,27.5723,435172
1035,Compute Shader Z-Buffer,0.0004288,435172
1035,Z-Buffer,0.0456833,435172
1035,Direct Method,27.3796,435172
1036,Compute Shader Z-Buffer,0.0004579,435172
1036,Z-Buffer,0.051272,435172
1036,Direct Method,27.8128,435172
1037,Compute Shader Z-Buffer,0.0005031,435172
1037,Z-Buffer,0.0458192,435172
1037,Direct Method,30.1188,435172
1038,Compute Shader Z-Buffer,0.0004419,435172
1038,Z-Buffer,0.045315,435172
1038,Direct Method,29.6777,435172
1039,Compute Shader Z-Buffer,0.0004328,435172
1039,Z-Buffer,0.0431376,435172
1039,Direct Method,31.2504,435172
1040,Compute Shader Z-Buffer,0.0004222,435172
1040,Z-Buffer,0.0449196,435172
1040,Direct Method,27.8324,435172
1041,Compute Shader Z-Buffer,0.0006856,435172
1041,Z-Buffer,0.0460928,435172
1041,Direct Method,30.7113,435172
1042,Compute Shader Z-Buffer,0.00073,435172
1042,Z-Buffer,0.044837,435172
1042,Direct Method,30.4353,435172
1043,Compute Shader Z-Buffer,0.0004578,435172
1043,Z-Buffer,0.0444472,435172
1043,Direct Method,30.967,435172
1044,Compute Shader Z-Buffer,0.0004176,435172
1044,Z-Buffer,0.0443411,435172
1044,Direct Method,29.6372,435172
1045,Compute Shader Z-Buffer,0.0004572,435172
1045,Z-Buffer,0.0449007,435172
1045,Direct Method,28.1583,435172
1046,Compute Shader Z-Buffer,0.0004806,435172
1046,Z-Buffer,0.0449132,435172
1046,Direct Method,28.2256,435172
1047,Compute Shader Z-Buffer,0.0006035,435172
1047,Z-Buffer,0.0441052,435172
1047,Direct Method,27.2051,435172
1048,Compute Shader Z-Buffer,0.0005149,435172
1048,Z-Buffer,0.0448195,435172
1048,Direct Method,28.8363,435172
1049,Compute Shader Z-Buffer,0.0006425,435172
1049,Z-Buffer,0.0450415,435172
1049,Direct Method,30.2509,435172
1050,Compute Shader Z-Buffer,0.000415,435172
1050,Z-Buffer,0.0459412,435172
1050,Direct Method,29.3407,435172
1051,Compute Shader Z-Buffer,0.0004383,435172
1051,Z-Buffer,0.0431207,435172
1051,Direct Method,27.192,435172
1052,Compute Shader Z-Buffer,0.000434,435172
1052,Z-Buffer,0.0425545,435172
1052,Direct Method,27.3207,435172
1053,Compute Shader Z-Buffer,0.0005433,435172
1053,Z-Buffer,0.0449953,435172
1053,Direct Method,27.2623,435172
1054,Compute Shader Z-Buffer,0.0005014,435172
1054,Z-Buffer,0.0465915,435172
1054,Direct Method,30.8774,435172
1055,Compute Shader Z-Buffer,0.0004938,435172
1055,Z-Buffer,0.0433022,435172
1055,Direct Method,29.3473,435172
1056,Compute Shader Z-Buffer,0.0005419,435172
1056,Z-Buffer,0.0448193,435172
1056,Direct Method,28.0937,435172
1057,Compute Shader Z-Buffer,0.0004695,435172
1057,Z-Buffer,0.0481888,435172
1057,Direct Method,30.5578,435172
1058,Compute Shader Z-Buffer,0.0006912,435172
1058,Z-Buffer,0.0466796,435172
1058,Direct Method,31.8164,435172
1059,Compute Shader Z-Buffer,0.0007155,435172
1059,Z-Buffer,0.0435833,435172
1059,Direct Method,30.2957,435172
1060,Compute Shader Z-Buffer,0.0006312,435172
1060,Z-Buffer,0.0430175,435172
1060,Direct Method,31.1225,435172
1061,Compute Shader Z-Buffer,0.0004681,435172
1061,Z-Buffer,0.0483168,435172
1061,Direct Method,31.359,435172
1062,Compute Shader Z-Buffer,0.0005536,435172
1062,Z-Buffer,0.0465334,435172
1062,Direct Method,31.6283,435172
1063,Compute Shader Z-Buffer,0.0004084,435172
1063,Z-Buffer,0.0480236,435172
1063,Direct Method,27.7191,435172
1064,Compute Shader Z-Buffer,0.0004167,435172
1064,Z-Buffer,0.0451679,435172
1064,Direct Method,29.4877,435172
1065,Compute Shader Z-Buffer,0.000433,435172
1065,Z-Buffer,0.0463439,435172
1065,Direct Method,27.9539,435172
1066,Compute Shader Z-Buffer,0.000425,435172
1066,Z-Buffer,0.044819,435172
1066,Direct Method,28.5588,435172
1067,Compute Shader Z-Buffer,0.0006159,435172
1067,Z-Buffer,0.0427633,435172
1067,Direct Method,27.0652,435172
1068,Compute Shader Z-Buffer,0.0006048,435172
1068,Z-Buffer,0.0452315,435172
1068,Direct Method,30.6606,435172
1069,Compute Shader Z-Buffer,0.0004783,435172
1069,Z-Buffer,0.0440958,435172
1069,Direct Method,30.0357,435172
1070,Compute Shader Z-Buffer,0.0004138,435172
1070,Z-Buffer,0.0441117,435172
1070,Direct Method,32.0983,435172
1071,Compute Shader Z-Buffer,0.0005743,435172
1071,Z-Buffer,0.0433756,435172
1071,Direct Method,26.3247,435172
1072,Compute Shader Z-Buffer,0.0006311,435172
1072,Z-Buffer,0.0461109,435172
1072,Direct Method,26.8469,435172
1073,Compute Shader Z-Buffer,0.0004377,435172
1073,Z-Buffer,0.0426268,435172
1073,Direct Method,25.964,435172
1074,Compute Shader Z-Buffer,0.0004287,435172
1074,Z-Buffer,0.0428704,435172
1074,Direct Method,27.0957,435172
1075,Compute Shader Z-Buffer,0.0005217,435172
1075,Z-Buffer,0.047404,435172
1075,Direct Method,28.1011,435172
1076,Compute Shader Z-Buffer,0.0005472,435172
1076,Z-Buffer,0.0461865,435172
1076,Direct Method,28.8332,435172
1077,Compute Shader Z-Buffer,0.0005273,435172
1077,Z-Buffer,0.0433635,435172
1077,Direct Method,29.9585,435172
1078,Compute Shader Z-Buffer,0.0004491,435172
1078,Z-Buffer,0.0456267,435172
1078,Direct Method,30.4854,435172
1079,Compute Shader Z-Buffer,0.0005563,435172
1079,Z-Buffer,0.0448264,435172
1079,Direct Method,29.2354,435172
1080,Compute Shader Z-Buffer,0.0005243,435172
1080,Z-Buffer,0.0432103,435172
1080,Direct Method,26.7473,435172
1081,Compute Shader Z-Buffer,0.0006446,435172
1081,Z-Buffer,0.0432981,435172
1081,Direct Method,27.0116,435172
1082,Compute Shader Z-Buffer,0.0005236,435172
1082,Z-Buffer,0.047799,435172
1082,Direct Method,29.364,435172
1083,Compute Shader Z-Buffer,0.0004764,435172
1083,Z-Buffer,0.0454477,435172
1083,Direct Method,28.4217,435172
1084,Compute Shader Z-Buffer,0.0004342,435172
1084,Z-Buffer,0.0447282,435172
1084,Direct Method,29.7782,435172
1085,Compute Shader Z-Buffer,0.0004388,435172
1085,Z-Buffer,0.0447706,435172
1085,Direct Method,29.0829,435172
1086,Compute Shader Z-Buffer,0.0004392,435172
1086,Z-Buffer,0.0436793,435172
1086,Direct Method,29.3986,435172
1087,Compute Shader Z-Buffer,0.0005468,435172
1087,Z-Buffer,0.0444731,435172
1087,Direct Method,28.1141,435172
1088,Compute Shader Z-Buffer,0.0005057,435172
1088,Z-Buffer,0.0457849,435172
1088,Direct Method,28.3261,435172
1089,Compute Shader Z-Buffer,0.0005468,435172
1089,Z-Buffer,0.0428589,435172
1089,Direct Method,29.113,435172
1090,Compute Shader Z-Buffer,0.0006737,435172
1090,Z-Buffer,0.0439656,435172
1090,Direct Method,30.9318,435172
1091,Compute Shader Z-Buffer,0.0004296,435172
1091,Z-Buffer,0.042788,435172
1091,Direct Method,27.8668,435172
1092,Compute Shader Z-Buffer,0.0005096,435172
1092,Z-Buffer,0.0451756,435172
1092,Direct Method,28.3493,435172
1093,Compute Shader Z-Buffer,0.0004688,435172
1093,Z-Buffer,0.0429094,435172
1093,Direct Method,26.5038,435172
1094,Compute Shader Z-Buffer,0.0006226,435172
1094,Z-Buffer,0.0447715,435172
1094,Direct Method,29.0782,435172
1095,Compute Shader Z-Buffer,0.0004403,435172
1095,Z-Buffer,0.0450464,435172
1095,Direct Method,29.9834,435172
1096,Compute Shader Z-Buffer,0.0005832,435172
1096,Z-Buffer,0.0460908,435172
1096,Direct Method,30.01,435172
1097,Compute Shader Z-Buffer,0.0004257,435172
1097,Z-Buffer,0.0427824,435172
1097,Direct Method,33.4655,435172
1098,Compute Shader Z-Buffer,0.0004145,435172
1098,Z-Buffer,0.0428996,435172
1098,Direct Method,30.5936,435172
1099,Compute Shader Z-Buffer,0.0004361,435172
1099,Z-Buffer,0.0483022,435172
1099,Direct Method,30.6833,435172
1100,Compute Shader Z-Buffer,0.0004207,435172
1100,Z-Buffer,0.0444024,435172
1100,Direct Method,27.4681,435172
1101,Compute Shader Z-Buffer,0.0005622,435172
1101,Z-Buffer,0.0477827,435172
1101,Direct Method,27.0432,435172
1102,Compute Shader Z-Buffer,0.0006275,435172
1102,Z-Buffer,0.0457657,435172
1102,Direct Method,30.7815,435172
1103,Compute Shader Z-Buffer,0.0006745,435172
1103,Z-Buffer,0.0491387,435172
1103,Direct Method,30.141,435172
1104,Compute Shader Z-Buffer,0.0004237,435172
1104,Z-Buffer,0.0476482,435172
1104,Direct Method,29.4334,435172
1105,Compute Shader Z-Buffer,0.0005187,435172
1105,Z-Buffer,0.0434395,435172
1105,Direct Method,29.2018,435172
1106,Compute Shader Z-Buffer,0.0004743,435172
1106,Z-Buffer,0.0445293,435172
1106,Direct Method,30.7628,435172
1107,Compute Shader Z-Buffer,0.0004814,435172
1107,Z-Buffer,0.0461726,435172
1107,Direct Method,29.1395,435172
1108,Compute Shader Z-Buffer,0.0005155,435172
1108,Z-Buffer,0.0433542,435172
1108,Direct Method,30.8385,435172
1109,Compute Shader Z-Buffer,0.0004687,435172
1109,Z-Buffer,0.0436039,435172
1109,Direct Method,30.6684,435172
1110,Compute Shader Z-Buffer,0.0005984,435172
1110,Z-Buffer,0.0458631,435172
1110,Direct Method,28.9638,435172
1111,Compute Shader Z-Buffer,0.0004644,435172
1111,Z-Buffer,0.0430913,435172
1111,Direct Method,28.7052,435172
1112,Compute Shader Z-Buffer,0.0004876,435172
1112,Z-Buffer,0.0429023,435172
1112,Direct Method,28.8364,435172
1113,Compute Shader Z-Buffer,0.0007382,435172
1113,Z-Buffer,0.0434968,435172
1113,Direct Method,29.2896,435172
1114,Compute Shader Z-Buffer,0.0005613,435172
1114,Z-Buffer,0.0438206,435172
1114,Direct Method,27.4955,435172
1115,Compute Shader Z-Buffer,0.0004331,435172
1115,Z-Buffer,0.0449293,435172
1115,Direct Method,30.7997,435172
1116,Compute Shader Z-Buffer,0.0005456,435172
1116,Z-Buffer,0.0452315,435172
1116,Direct Method,27.2997,435172
1117,Compute Shader Z-Buffer,0.0004342,435172
1117,Z-Buffer,0.0443797,435172
1117,Direct Method,28.4571,435172
1118,Compute Shader Z-Buffer,0.0006668,435172
1118,Z-Buffer,0.0453707,435172
1118,Direct Method,28.3666,435172
1119,Compute Shader Z-Buffer,0.0006028,435172
1119,Z-Buffer,0.043113,435172
1119,Direct Method,32.5861,435172
1120,Compute Shader Z-Buffer,0.0004257,435172
1120,Z-Buffer,0.044336,435172
1120,Direct Method,30.5127,435172
1121,Compute Shader Z-Buffer,0.0005941,435172
1121,Z-Buffer,0.046929,435172
1121,Direct Method,31.5752,435172
1122,Compute Shader Z-Buffer,0.0004919,435172
1122,Z-Buffer,0.0442939,435172
1122,Direct Method,27.0579,435172
1123,Compute Shader Z-Buffer,0.000509,435172
1123,Z-Buffer,0.0453056,435172
1123,Direct Method,27.3858,435172
1124,Compute Shader Z-Buffer,0.0004826,435172
1124,Z-Buffer,0.0442175,435172
1124,Direct Method,26.5085,435172
1125,Compute Shader Z-Buffer,0.0004117,435172
1125,Z-Buffer,0.0453372,435172
1125,Direct Method,31.596,435172
1126,Compute Shader Z-Buffer,0.0005374,435172
1126,Z-Buffer,0.044486,435172
1126,Direct Method,30.2144,435172
1127,Compute Shader Z-Buffer,0.0005831,435172
1127,Z-Buffer,0.0427486,435172
1127,Direct Method,28.5237,435172
1128,Compute Shader Z-Buffer,0.0005136,435172
1128,Z-Buffer,0.0449582,435172
