SurfaceIndex,Method,ExecutionTime,numberPoints
232,Compute Shader Z-Buffer,0.0004839,435172
232,Z-Buffer,0.0454972,435172
232,Direct Method,28.8273,435172
233,Compute Shader Z-Buffer,0.0004358,435172
233,Z-Buffer,0.0468524,435172
233,Direct Method,29.8392,435172
234,Compute Shader Z-Buffer,0.0004953,435172
234,Z-Buffer,0.0468945,435172
234,Direct Method,30.576,435172
235,Compute Shader Z-Buffer,0.000607,435172
235,Z-Buffer,0.0475778,435172
235,Direct Method,31.3217,435172
236,Compute Shader Z-Buffer,0.0004262,435172
236,Z-Buffer,0.0470712,435172
236,Direct Method,29.8039,435172
237,Compute Shader Z-Buffer,0.0005988,435172
237,Z-Buffer,0.0461309,435172
237,Direct Method,29.6884,435172
238,Compute Shader Z-Buffer,0.0004948,435172
238,Z-Buffer,0.0440474,435172
238,Direct Method,28.6757,435172
239,Compute Shader Z-Buffer,0.0006249,435172
239,Z-Buffer,0.0449071,435172
239,Direct Method,27.2437,435172
240,Compute Shader Z-Buffer,0.0004547,435172
240,Z-Buffer,0.0445887,435172
240,Direct Method,28.6235,435172
241,Compute Shader Z-Buffer,0.0006456,435172
241,Z-Buffer,0.0503482,435172
241,Direct Method,32.579,435172
242,Compute Shader Z-Buffer,0.0005409,435172
242,Z-Buffer,0.0439723,435172
242,Direct Method,28.3358,435172
243,Compute Shader Z-Buffer,0.0005912,435172
243,Z-Buffer,0.0472895,435172
243,Direct Method,29.9238,435172
244,Compute Shader Z-Buffer,0.000435,435172
244,Z-Buffer,0.047313,435172
244,Direct Method,32.5896,435172
245,Compute Shader Z-Buffer,0.0004466,435172
245,Z-Buffer,0.0445412,435172
245,Direct Method,31.6241,435172
246,Compute Shader Z-Buffer,0.0004588,435172
246,Z-Buffer,0.0445441,435172
246,Direct Method,30.0777,435172
247,Compute Shader Z-Buffer,0.0004565,435172
247,Z-Buffer,0.0432094,435172
247,Direct Method,28.6346,435172
248,Compute Shader Z-Buffer,0.0004983,435172
248,Z-Buffer,0.0458885,435172
248,Direct Method,31.944,435172
249,Compute Shader Z-Buffer,0.0006772,435172
249,Z-Buffer,0.0437076,435172
249,Direct Method,30.231,435172
250,Compute Shader Z-Buffer,0.0005017,435172
250,Z-Buffer,0.0472119,435172
250,Direct Method,30.0129,435172
251,Compute Shader Z-Buffer,0.0005596,435172
251,Z-Buffer,0.0496375,435172
251,Direct Method,29.864,435172
252,Compute Shader Z-Buffer,0.0004224,435172
252,Z-Buffer,0.0449406,435172
252,Direct Method,31.0955,435172
253,Compute Shader Z-Buffer,0.0004731,435172
253,Z-Buffer,0.0477186,435172
253,Direct Method,31.1265,435172
254,Compute Shader Z-Buffer,0.0004673,435172
254,Z-Buffer,0.0445994,435172
254,Direct Method,27.2967,435172
255,Compute Shader Z-Buffer,0.0004755,435172
255,Z-Buffer,0.045238,435172
255,Direct Method,31.2596,435172
256,Compute Shader Z-Buffer,0.0004176,435172
256,Z-Buffer,0.0494779,435172
256,Direct Method,30.995,435172
257,Compute Shader Z-Buffer,0.0005737,435172
257,Z-Buffer,0.0444661,435172
257,Direct Method,31.4874,435172
258,Compute Shader Z-Buffer,0.000436,435172
258,Z-Buffer,0.0438438,435172
258,Direct Method,29.2215,435172
259,Compute Shader Z-Buffer,0.0006627,435172
259,Z-Buffer,0.0479587,435172
259,Direct Method,30.2446,435172
260,Compute Shader Z-Buffer,0.0004721,435172
260,Z-Buffer,0.0450419,435172
260,Direct Method,28.1152,435172
261,Compute Shader Z-Buffer,0.000527,435172
261,Z-Buffer,0.0457514,435172
261,Direct Method,29.1576,435172
262,Compute Shader Z-Buffer,0.0004118,435172
262,Z-Buffer,0.0435858,435172
262,Direct Method,32.3681,435172
263,Compute Shader Z-Buffer,0.0004364,435172
263,Z-Buffer,0.0456201,435172
263,Direct Method,31.9448,435172
264,Compute Shader Z-Buffer,0.0005032,435172
264,Z-Buffer,0.043041,435172
264,Direct Method,31.1468,435172
265,Compute Shader Z-Buffer,0.0005961,435172
265,Z-Buffer,0.044999,435172
265,Direct Method,32.1763,435172
266,Compute Shader Z-Buffer,0.0005201,435172
266,Z-Buffer,0.0441079,435172
266,Direct Method,27.4422,435172
267,Compute Shader Z-Buffer,0.0004923,435172
267,Z-Buffer,0.0447348,435172
267,Direct Method,31.5416,435172
268,Compute Shader Z-Buffer,0.0004693,435172
268,Z-Buffer,0.0475768,435172
268,Direct Method,33.1974,435172
269,Compute Shader Z-Buffer,0.0006806,435172
269,Z-Buffer,0.0435639,435172
269,Direct Method,27.6094,435172
270,Compute Shader Z-Buffer,0.0004192,435172
270,Z-Buffer,0.0461649,435172
270,Direct Method,29.1361,435172
271,Compute Shader Z-Buffer,0.0006998,435172
271,Z-Buffer,0.0465461,435172
271,Direct Method,29.1891,435172
272,Compute Shader Z-Buffer,0.0006747,435172
272,Z-Buffer,0.0452355,435172
272,Direct Method,31.5227,435172
273,Compute Shader Z-Buffer,0.0004385,435172
273,Z-Buffer,0.0454096,435172
273,Direct Method,27.5987,435172
274,Compute Shader Z-Buffer,0.0005312,435172
274,Z-Buffer,0.0474036,435172
274,Direct Method,28.8503,435172
275,Compute Shader Z-Buffer,0.0005671,435172
275,Z-Buffer,0.0451945,435172
275,Direct Method,29.3097,435172
276,Compute Shader Z-Buffer,0.0005105,435172
276,Z-Buffer,0.0433115,435172
276,Direct Method,28.6869,435172
277,Compute Shader Z-Buffer,0.0005837,435172
277,Z-Buffer,0.0466064,435172
277,Direct Method,29.1145,435172
278,Compute Shader Z-Buffer,0.0004221,435172
278,Z-Buffer,0.0440738,435172
278,Direct Method,29.9428,435172
279,Compute Shader Z-Buffer,0.00042,435172
279,Z-Buffer,0.0473176,435172
279,Direct Method,28.0343,435172
280,Compute Shader Z-Buffer,0.0004444,435172
280,Z-Buffer,0.0454751,435172
280,Direct Method,29.469,435172
281,Compute Shader Z-Buffer,0.0005686,435172
281,Z-Buffer,0.0498401,435172
281,Direct Method,29.3564,435172
282,Compute Shader Z-Buffer,0.0004677,435172
282,Z-Buffer,0.0451109,435172
282,Direct Method,28.1952,435172
283,Compute Shader Z-Buffer,0.0006377,435172
283,Z-Buffer,0.0452753,435172
283,Direct Method,30.3354,435172
284,Compute Shader Z-Buffer,0.0004563,435172
284,Z-Buffer,0.0439403,435172
284,Direct Method,30.8295,435172
285,Compute Shader Z-Buffer,0.0004757,435172
285,Z-Buffer,0.0453057,435172
285,Direct Method,30.25,435172
286,Compute Shader Z-Buffer,0.0004762,435172
286,Z-Buffer,0.0445453,435172
286,Direct Method,31.2769,435172
287,Compute Shader Z-Buffer,0.0005022,435172
287,Z-Buffer,0.0442877,435172
287,Direct Method,27.8869,435172
288,Compute Shader Z-Buffer,0.0005141,435172
288,Z-Buffer,0.0461268,435172
288,Direct Method,30.0737,435172
289,Compute Shader Z-Buffer,0.0004201,435172
289,Z-Buffer,0.0462518,435172
289,Direct Method,28.5535,435172
290,Compute Shader Z-Buffer,0.0004396,435172
290,Z-Buffer,0.0440056,435172
290,Direct Method,28.9738,435172
291,Compute Shader Z-Buffer,0.0004884,435172
291,Z-Buffer,0.0449869,435172
291,Direct Method,26.5374,435172
292,Compute Shader Z-Buffer,0.0004186,435172
292,Z-Buffer,0.0455119,435172
292,Direct Method,30.2968,435172
293,Compute Shader Z-Buffer,0.0005108,435172
293,Z-Buffer,0.04752,435172
293,Direct Method,28.2303,435172
294,Compute Shader Z-Buffer,0.0004081,435172
294,Z-Buffer,0.0490114,435172
294,Direct Method,32.6054,435172
295,Compute Shader Z-Buffer,0.0004864,435172
295,Z-Buffer,0.0478381,435172
295,Direct Method,31.4319,435172
296,Compute Shader Z-Buffer,0.0004765,435172
296,Z-Buffer,0.0477063,435172
296,Direct Method,27.5736,435172
297,Compute Shader Z-Buffer,0.0005988,435172
297,Z-Buffer,0.0457319,435172
297,Direct Method,28.1854,435172
298,Compute Shader Z-Buffer,0.0005601,435172
298,Z-Buffer,0.0455153,435172
298,Direct Method,31.7574,435172
299,Compute Shader Z-Buffer,0.0005791,435172
299,Z-Buffer,0.045987,435172
299,Direct Method,28.3439,435172
300,Compute Shader Z-Buffer,0.0005311,435172
300,Z-Buffer,0.0460919,435172
300,Direct Method,30.0165,435172
301,Compute Shader Z-Buffer,0.0005398,435172
301,Z-Buffer,0.0448353,435172
301,Direct Method,32.8718,435172
302,Compute Shader Z-Buffer,0.0004338,435172
302,Z-Buffer,0.0455067,435172
302,Direct Method,32.6886,435172
303,Compute Shader Z-Buffer,0.0005824,435172
303,Z-Buffer,0.0466909,435172
303,Direct Method,31.7819,435172
304,Compute Shader Z-Buffer,0.0004416,435172
304,Z-Buffer,0.0440615,435172
304,Direct Method,31.7176,435172
305,Compute Shader Z-Buffer,0.0004245,435172
305,Z-Buffer,0.0453778,435172
305,Direct Method,31.4263,435172
306,Compute Shader Z-Buffer,0.0005116,435172
306,Z-Buffer,0.051593,435172
306,Direct Method,32.6696,435172
307,Compute Shader Z-Buffer,0.0005719,435172
307,Z-Buffer,0.0462665,435172
307,Direct Method,33.7022,435172
308,Compute Shader Z-Buffer,0.0006905,435172
308,Z-Buffer,0.0440523,435172
308,Direct Method,29.3983,435172
309,Compute Shader Z-Buffer,0.0006215,435172
309,Z-Buffer,0.0457204,435172
309,Direct Method,33.1213,435172
310,Compute Shader Z-Buffer,0.0005425,435172
310,Z-Buffer,0.046678,435172
310,Direct Method,26.8363,435172
311,Compute Shader Z-Buffer,0.000641,435172
311,Z-Buffer,0.0448141,435172
311,Direct Method,30.2622,435172
312,Compute Shader Z-Buffer,0.0005493,435172
312,Z-Buffer,0.0464353,435172
312,Direct Method,31.9825,435172
313,Compute Shader Z-Buffer,0.0004268,435172
313,Z-Buffer,0.0454866,435172
313,Direct Method,31.0589,435172
314,Compute Shader Z-Buffer,0.0006471,435172
314,Z-Buffer,0.0445142,435172
314,Direct Method,30.0907,435172
315,Compute Shader Z-Buffer,0.0006765,435172
315,Z-Buffer,0.0480788,435172
315,Direct Method,26.9409,435172
316,Compute Shader Z-Buffer,0.0005464,435172
316,Z-Buffer,0.0483108,435172
316,Direct Method,26.1943,435172
317,Compute Shader Z-Buffer,0.000739,435172
317,Z-Buffer,0.0485013,435172
317,Direct Method,30.8848,435172
318,Compute Shader Z-Buffer,0.0005413,435172
318,Z-Buffer,0.0452971,435172
318,Direct Method,29.0534,435172
319,Compute Shader Z-Buffer,0.0005582,435172
319,Z-Buffer,0.0458326,435172
319,Direct Method,33.7477,435172
320,Compute Shader Z-Buffer,0.0006855,435172
320,Z-Buffer,0.0468193,435172
320,Direct Method,41.69,435172
321,Compute Shader Z-Buffer,0.0005068,435172
321,Z-Buffer,0.046909,435172
321,Direct Method,33.053,435172
322,Compute Shader Z-Buffer,0.0005393,435172
322,Z-Buffer,0.0478906,435172
322,Direct Method,32.7593,435172
323,Compute Shader Z-Buffer,0.0006121,435172
323,Z-Buffer,0.0490828,435172
323,Direct Method,32.8528,435172
324,Compute Shader Z-Buffer,0.0005413,435172
324,Z-Buffer,0.0457706,435172
324,Direct Method,32.1141,435172
325,Compute Shader Z-Buffer,0.0005293,435172
325,Z-Buffer,0.0498076,435172
325,Direct Method,27.5513,435172
326,Compute Shader Z-Buffer,0.000434,435172
326,Z-Buffer,0.0462649,435172
326,Direct Method,29.8003,435172
327,Compute Shader Z-Buffer,0.0004797,435172
327,Z-Buffer,0.0470912,435172
327,Direct Method,30.367,435172
328,Compute Shader Z-Buffer,0.0009313,435172
328,Z-Buffer,0.0469991,435172
328,Direct Method,30.4096,435172
329,Compute Shader Z-Buffer,0.0005448,435172
329,Z-Buffer,0.0450281,435172
329,Direct Method,29.0263,435172
330,Compute Shader Z-Buffer,0.000443,435172
330,Z-Buffer,0.0456104,435172
330,Direct Method,32.5586,435172
331,Compute Shader Z-Buffer,0.0006342,435172
331,Z-Buffer,0.0547677,435172
331,Direct Method,34.288,435172
332,Compute Shader Z-Buffer,0.0006094,435172
332,Z-Buffer,0.0529991,435172
332,Direct Method,31.4416,435172
333,Compute Shader Z-Buffer,0.0006532,435172
333,Z-Buffer,0.0469642,435172
333,Direct Method,33.8058,435172
334,Compute Shader Z-Buffer,0.0006029,435172
334,Z-Buffer,0.0521304,435172
334,Direct Method,30.1003,435172
335,Compute Shader Z-Buffer,0.0004777,435172
335,Z-Buffer,0.0448554,435172
335,Direct Method,34.5961,435172
336,Compute Shader Z-Buffer,0.0007973,435172
336,Z-Buffer,0.0468127,435172
336,Direct Method,35.376,435172
337,Compute Shader Z-Buffer,0.0006121,435172
337,Z-Buffer,0.0447545,435172
337,Direct Method,30.243,435172
338,Compute Shader Z-Buffer,0.0006245,435172
338,Z-Buffer,0.0457971,435172
338,Direct Method,30.0419,435172
339,Compute Shader Z-Buffer,0.0005808,435172
339,Z-Buffer,0.0449752,435172
339,Direct Method,32.2791,435172
340,Compute Shader Z-Buffer,0.0006515,435172
340,Z-Buffer,0.0447134,435172
340,Direct Method,33.713,435172
341,Compute Shader Z-Buffer,0.0006753,435172
341,Z-Buffer,0.0462329,435172
341,Direct Method,28.5224,435172
342,Compute Shader Z-Buffer,0.000623,435172
342,Z-Buffer,0.0474855,435172
342,Direct Method,29.8641,435172
343,Compute Shader Z-Buffer,0.0005828,435172
343,Z-Buffer,0.0483722,435172
343,Direct Method,32.6334,435172
344,Compute Shader Z-Buffer,0.0004385,435172
344,Z-Buffer,0.0443109,435172
344,Direct Method,31.308,435172
345,Compute Shader Z-Buffer,0.0005902,435172
345,Z-Buffer,0.0519508,435172
345,Direct Method,28.1127,435172
346,Compute Shader Z-Buffer,0.0004547,435172
346,Z-Buffer,0.0522029,435172
346,Direct Method,28.1508,435172
347,Compute Shader Z-Buffer,0.000492,435172
347,Z-Buffer,0.0463223,435172
347,Direct Method,28.1217,435172
348,Compute Shader Z-Buffer,0.0005843,435172
348,Z-Buffer,0.0465706,435172
348,Direct Method,29.3361,435172
349,Compute Shader Z-Buffer,0.0005101,435172
349,Z-Buffer,0.0461003,435172
349,Direct Method,30.078,435172
350,Compute Shader Z-Buffer,0.0007511,435172
350,Z-Buffer,0.0464364,435172
350,Direct Method,29.6675,435172
351,Compute Shader Z-Buffer,0.0005864,435172
351,Z-Buffer,0.0494149,435172
351,Direct Method,30.1118,435172
352,Compute Shader Z-Buffer,0.0005944,435172
352,Z-Buffer,0.0485962,435172
352,Direct Method,30.3563,435172
353,Compute Shader Z-Buffer,0.0004318,435172
353,Z-Buffer,0.0446713,435172
353,Direct Method,28.2385,435172
354,Compute Shader Z-Buffer,0.0006003,435172
354,Z-Buffer,0.0435963,435172
354,Direct Method,29.3015,435172
355,Compute Shader Z-Buffer,0.0006891,435172
355,Z-Buffer,0.0477172,435172
355,Direct Method,29.6923,435172
356,Compute Shader Z-Buffer,0.0006998,435172
356,Z-Buffer,0.0450698,435172
356,Direct Method,29.1224,435172
357,Compute Shader Z-Buffer,0.0006367,435172
357,Z-Buffer,0.0455075,435172
357,Direct Method,25.8717,435172
358,Compute Shader Z-Buffer,0.0005675,435172
358,Z-Buffer,0.0446199,435172
358,Direct Method,30.7786,435172
359,Compute Shader Z-Buffer,0.0006639,435172
359,Z-Buffer,0.049384,435172
359,Direct Method,29.1414,435172
360,Compute Shader Z-Buffer,0.0006121,435172
360,Z-Buffer,0.0447478,435172
360,Direct Method,31.2967,435172
361,Compute Shader Z-Buffer,0.0004733,435172
361,Z-Buffer,0.0540639,435172
361,Direct Method,27.9896,435172
362,Compute Shader Z-Buffer,0.0004378,435172
362,Z-Buffer,0.0465281,435172
362,Direct Method,30.5627,435172
363,Compute Shader Z-Buffer,0.0007751,435172
363,Z-Buffer,0.0465751,435172
363,Direct Method,32.598,435172
364,Compute Shader Z-Buffer,0.0004464,435172
364,Z-Buffer,0.0456949,435172
364,Direct Method,30.3034,435172
365,Compute Shader Z-Buffer,0.0004423,435172
365,Z-Buffer,0.0455339,435172
365,Direct Method,31.7858,435172
366,Compute Shader Z-Buffer,0.0006798,435172
366,Z-Buffer,0.0457141,435172
366,Direct Method,32.393,435172
367,Compute Shader Z-Buffer,0.0005249,435172
367,Z-Buffer,0.0515827,435172
367,Direct Method,28.4533,435172
368,Compute Shader Z-Buffer,0.0006195,435172
368,Z-Buffer,0.0510124,435172
368,Direct Method,31.0764,435172
369,Compute Shader Z-Buffer,0.0006423,435172
369,Z-Buffer,0.0456485,435172
369,Direct Method,31.567,435172
370,Compute Shader Z-Buffer,0.0007484,435172
370,Z-Buffer,0.0463415,435172
370,Direct Method,31.5901,435172
371,Compute Shader Z-Buffer,0.0006063,435172
371,Z-Buffer,0.0478643,435172
371,Direct Method,30.8768,435172
372,Compute Shader Z-Buffer,0.0004298,435172
372,Z-Buffer,0.0471445,435172
372,Direct Method,27.2309,435172
373,Compute Shader Z-Buffer,0.000599,435172
373,Z-Buffer,0.0490979,435172
373,Direct Method,31.231,435172
374,Compute Shader Z-Buffer,0.0004713,435172
374,Z-Buffer,0.0468033,435172
374,Direct Method,34.0016,435172
375,Compute Shader Z-Buffer,0.0004793,435172
375,Z-Buffer,0.0488335,435172
375,Direct Method,28.8096,435172
376,Compute Shader Z-Buffer,0.0004462,435172
376,Z-Buffer,0.0458105,435172
376,Direct Method,31.2447,435172
377,Compute Shader Z-Buffer,0.0005095,435172
377,Z-Buffer,0.0475099,435172
377,Direct Method,28.5169,435172
378,Compute Shader Z-Buffer,0.000462,435172
378,Z-Buffer,0.0465059,435172
378,Direct Method,32.9003,435172
379,Compute Shader Z-Buffer,0.0006012,435172
379,Z-Buffer,0.0451837,435172
379,Direct Method,30.5983,435172
380,Compute Shader Z-Buffer,0.0009696,435172
380,Z-Buffer,0.0494661,435172
380,Direct Method,30.5493,435172
381,Compute Shader Z-Buffer,0.0004434,435172
381,Z-Buffer,0.0469601,435172
381,Direct Method,30.3099,435172
382,Compute Shader Z-Buffer,0.0004837,435172
382,Z-Buffer,0.0450885,435172
382,Direct Method,30.3513,435172
383,Compute Shader Z-Buffer,0.0004508,435172
383,Z-Buffer,0.0454228,435172
383,Direct Method,30.7285,435172
384,Compute Shader Z-Buffer,0.0004894,435172
384,Z-Buffer,0.0452115,435172
384,Direct Method,31.2248,435172
385,Compute Shader Z-Buffer,0.0004827,435172
385,Z-Buffer,0.0454724,435172
385,Direct Method,31.4168,435172
386,Compute Shader Z-Buffer,0.0005397,435172
386,Z-Buffer,0.045185,435172
386,Direct Method,31.8425,435172
387,Compute Shader Z-Buffer,0.0004815,435172
387,Z-Buffer,0.0454533,435172
387,Direct Method,29.7624,435172
388,Compute Shader Z-Buffer,0.0004325,435172
388,Z-Buffer,0.0430611,435172
388,Direct Method,32.069,435172
389,Compute Shader Z-Buffer,0.0005722,435172
389,Z-Buffer,0.0443479,435172
389,Direct Method,30.1373,435172
390,Compute Shader Z-Buffer,0.0004214,435172
390,Z-Buffer,0.0464343,435172
390,Direct Method,28.7101,435172
391,Compute Shader Z-Buffer,0.0006604,435172
391,Z-Buffer,0.0521456,435172
391,Direct Method,28.8972,435172
392,Compute Shader Z-Buffer,0.000619,435172
392,Z-Buffer,0.044367,435172
392,Direct Method,28.5538,435172
393,Compute Shader Z-Buffer,0.0006197,435172
393,Z-Buffer,0.0456866,435172
393,Direct Method,29.5169,435172
394,Compute Shader Z-Buffer,0.0005325,435172
394,Z-Buffer,0.0432125,435172
394,Direct Method,31.6202,435172
395,Compute Shader Z-Buffer,0.0005019,435172
395,Z-Buffer,0.0447731,435172
395,Direct Method,33.8365,435172
396,Compute Shader Z-Buffer,0.0006114,435172
396,Z-Buffer,0.0520019,435172
396,Direct Method,32.5088,435172
397,Compute Shader Z-Buffer,0.0005046,435172
397,Z-Buffer,0.0628593,435172
397,Direct Method,34.4759,435172
398,Compute Shader Z-Buffer,0.0004159,435172
398,Z-Buffer,0.0440085,435172
398,Direct Method,34.6285,435172
399,Compute Shader Z-Buffer,0.0004869,435172
399,Z-Buffer,0.054398,435172
399,Direct Method,30.8438,435172
400,Compute Shader Z-Buffer,0.0005711,435172
400,Z-Buffer,0.0439045,435172
400,Direct Method,29.1855,435172
401,Compute Shader Z-Buffer,0.0004844,435172
401,Z-Buffer,0.0452821,435172
401,Direct Method,31.3916,435172
402,Compute Shader Z-Buffer,0.0004637,435172
402,Z-Buffer,0.0442441,435172
402,Direct Method,27.9257,435172
403,Compute Shader Z-Buffer,0.0004252,435172
403,Z-Buffer,0.0436248,435172
403,Direct Method,29.9109,435172
404,Compute Shader Z-Buffer,0.0005361,435172
404,Z-Buffer,0.046097,435172
404,Direct Method,27.6098,435172
405,Compute Shader Z-Buffer,0.0006896,435172
405,Z-Buffer,0.047924,435172
405,Direct Method,28.5556,435172
406,Compute Shader Z-Buffer,0.0004364,435172
406,Z-Buffer,0.0453479,435172
406,Direct Method,30.7516,435172
407,Compute Shader Z-Buffer,0.0006549,435172
407,Z-Buffer,0.0430095,435172
407,Direct Method,28.3874,435172
408,Compute Shader Z-Buffer,0.0007368,435172
408,Z-Buffer,0.046902,435172
408,Direct Method,33.1814,435172
409,Compute Shader Z-Buffer,0.0005827,435172
409,Z-Buffer,0.044772,435172
409,Direct Method,30.8809,435172
410,Compute Shader Z-Buffer,0.000482,435172
410,Z-Buffer,0.043711,435172
410,Direct Method,30.9726,435172
411,Compute Shader Z-Buffer,0.0006288,435172
411,Z-Buffer,0.0446424,435172
411,Direct Method,30.561,435172
412,Compute Shader Z-Buffer,0.0004858,435172
412,Z-Buffer,0.0491468,435172
412,Direct Method,31.6229,435172
413,Compute Shader Z-Buffer,0.0004959,435172
413,Z-Buffer,0.047686,435172
413,Direct Method,30.0024,435172
414,Compute Shader Z-Buffer,0.0004286,435172
414,Z-Buffer,0.046784,435172
414,Direct Method,27.5487,435172
415,Compute Shader Z-Buffer,0.0004794,435172
415,Z-Buffer,0.0440186,435172
415,Direct Method,27.9037,435172
416,Compute Shader Z-Buffer,0.0005804,435172
416,Z-Buffer,0.0459913,435172
416,Direct Method,27.425,435172
417,Compute Shader Z-Buffer,0.0004461,435172
417,Z-Buffer,0.0447334,435172
417,Direct Method,30.3656,435172
418,Compute Shader Z-Buffer,0.0005567,435172
418,Z-Buffer,0.0433228,435172
418,Direct Method,28.9531,435172
419,Compute Shader Z-Buffer,0.0004951,435172
419,Z-Buffer,0.0439516,435172
419,Direct Method,30.1162,435172
420,Compute Shader Z-Buffer,0.0006767,435172
420,Z-Buffer,0.046633,435172
